task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,91.12105465962608,91.12105465962608,91.12105465962608,91.12105465962608,91.12105465962608,91.12105465962608,91.12105465962608,64.94840336134453,20.587613615668147,20.587613615668147,20.587613615668147
object_detection,78.25832289383263,78.25832289383263,78.25832289383263,78.25832289383263,78.25832289383263,78.25832289383263,78.25832289383263,72.30814289958407,48.73209538805033,48.73209538805033,48.73209538805033
question_answering,33.229837781266355,33.229837781266355,33.229837781266355,33.229837781266355,33.229837781266355,33.229837781266355,33.229837781266355,18.35194805194805,3.859189910565037,3.859189910565037,3.859189910565037
speech_recognition,579.9904761904761,579.9904761904761,579.9904761904761,579.9904761904761,579.9904761904761,579.9904761904761,579.9904761904761,233.46863636363636,22.12521794899279,22.12521794899279,22.12521794899279
