task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,99.80301831501832,99.80301831501832,99.80301831501832,99.80301831501832,99.80301831501832,56.58551296312906,56.58551296312906,56.58551296312906,56.58551296312906,27.57490831723184,27.57490831723184,27.57490831723184
object_detection,75.70804853919506,75.70804853919506,75.70804853919506,75.70804853919506,75.70804853919506,95.38597525916748,95.38597525916748,95.38597525916748,95.38597525916748,54.82670479906519,54.82670479906519,54.82670479906519
question_answering,33.85440404040404,33.85440404040404,33.85440404040404,33.85440404040404,33.85440404040404,13.5291149068323,13.5291149068323,13.5291149068323,13.5291149068323,3.969213748161116,3.969213748161116,3.969213748161116
speech_recognition,578.1066666666666,578.1066666666666,578.1066666666666,578.1066666666666,578.1066666666666,185.0991666666667,185.0991666666667,185.0991666666667,185.0991666666667,22.580449439778345,22.580449439778345,22.580449439778345
