task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,101.76170163170164,64.14545186495651,64.14545186495651,30.538212279222716,30.538212279222716,30.538212279222716
object_detection,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,104.37477684379652,111.00123168498169,111.00123168498169,68.20291199629602,68.20291199629602,68.20291199629602
question_answering,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,33.6649898989899,13.952504177109441,13.952504177109441,3.965118445211324,3.965118445211324,3.965118445211324
speech_recognition,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,585.1733333333334,242.58878787878788,242.58878787878788,22.7150134947314,22.7150134947314,22.7150134947314
