task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,95.36946337613003,65.85105151602211,65.85105151602211,65.85105151602211,23.141663182234264,23.141663182234264
object_detection,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,92.92304529444107,105.38959986378718,105.38959986378718,105.38959986378718,61.325270788117905,61.325270788117905
question_answering,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,33.46701459034792,14.013567873350482,14.013567873350482,14.013567873350482,3.8163914693248073,3.8163914693248073
speech_recognition,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,582.5444444444445,174.45234765234767,174.45234765234767,174.45234765234767,22.462081337455885,22.462081337455885
