task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,93.98779553779553,93.98779553779553,93.98779553779553,93.98779553779553,93.98779553779553,54.73164581799997,54.73164581799997,54.73164581799997,23.83883087078209,23.83883087078209,23.83883087078209
object_detection,75.13983345710092,75.13983345710092,75.13983345710092,75.13983345710092,75.13983345710092,84.77236591893073,84.77236591893073,84.77236591893073,47.2477419329438,47.2477419329438,47.2477419329438
question_answering,33.45478166278166,33.45478166278166,33.45478166278166,33.45478166278166,33.45478166278166,13.047843340234644,13.047843340234644,13.047843340234644,3.6776308864537923,3.6776308864537923,3.6776308864537923
speech_recognition,576.0866666666667,576.0866666666667,576.0866666666667,576.0866666666667,576.0866666666667,209.1408754208754,209.1408754208754,209.1408754208754,22.49280721069385,22.49280721069385,22.49280721069385
