task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.37715367965367,76.37715367965367,76.37715367965367,76.37715367965367,76.37715367965367,76.37715367965367,11.743897616646558,11.743897616646558
object_detection,59.829176933728036,59.829176933728036,59.829176933728036,59.829176933728036,59.829176933728036,59.829176933728036,28.520869090370148,28.520869090370148
question_answering,32.94631107998755,32.94631107998755,32.94631107998755,32.94631107998755,32.94631107998755,32.94631107998755,3.6314126789949883,3.6314126789949883
speech_recognition,573.14,573.14,573.14,573.14,573.14,573.14,22.22544041022248,22.22544041022248
