task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,102.59159373034372,26.787562906433344,26.787562906433344,26.787562906433344
object_detection,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,106.52175715694906,64.66568498245563,64.66568498245563,64.66568498245563
question_answering,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,33.4049358974359,3.878838786136604,3.878838786136604,3.878838786136604
speech_recognition,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,582.6402777777778,22.182302777465978,22.182302777465978,22.182302777465978
