task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,80.50947725885226,39.7092143254787,39.7092143254787,39.7092143254787
object_detection,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,93.56654078769955,107.11693360732833,107.11693360732833,107.11693360732833
question_answering,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,32.86890262515262,14.770046560286229,14.770046560286229,14.770046560286229
speech_recognition,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,577.493686868687,179.7325484686011,179.7325484686011,179.7325484686011
