task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.28856209150327,71.28856209150327,9.200505793884428,9.200505793884428
object_detection,32.51408910235873,32.51408910235873,16.31497077916223,16.31497077916223
question_answering,32.80504865967366,32.80504865967366,3.529853951890035,3.529853951890035
speech_recognition,577.15,577.15,22.716540500005067,22.716540500005067
