task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,38.66228234691648,38.66228234691648,14.880379094489777,14.880379094489777,14.880379094489777
object_detection,38.503304011123234,38.503304011123234,24.06051818021347,24.06051818021347,24.06051818021347
question_answering,13.732745117650243,13.732745117650243,3.4065824636672275,3.4065824636672275,3.4065824636672275
speech_recognition,192.91280663780665,192.91280663780665,22.292759010868274,22.292759010868274,22.292759010868274
