task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,75.35058241758243,75.35058241758243,75.35058241758243,75.35058241758243,75.35058241758243,34.13708463824459,34.13708463824459,34.13708463824459,11.70604507664031
object_detection,57.463848162334216,57.463848162334216,57.463848162334216,57.463848162334216,57.463848162334216,61.61914621808222,61.61914621808222,61.61914621808222,29.62152613891085
question_answering,33.198616959064324,33.198616959064324,33.198616959064324,33.198616959064324,33.198616959064324,13.80655604497297,13.80655604497297,13.80655604497297,3.491345598387247
speech_recognition,574.4364285714286,574.4364285714286,574.4364285714286,574.4364285714286,574.4364285714286,230.47614164489733,230.47614164489733,230.47614164489733,23.04304125293117
