task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,75.15785084033614,33.82841781352995,33.82841781352995,33.82841781352995
object_detection,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,76.78548278850118,90.53918253401226,90.53918253401226,90.53918253401226
question_answering,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,32.941223155929045,15.349115970342982,15.349115970342982,15.349115970342982
speech_recognition,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,579.2778937728938,179.1753247405831,179.1753247405831,179.1753247405831
