task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.79285714285714,80.79285714285714,41.5547524139826,41.5547524139826,41.5547524139826,41.5547524139826,16.59458734132595,16.59458734132595
object_detection,53.745602404841534,53.745602404841534,55.366772855778436,55.366772855778436,55.366772855778436,55.366772855778436,32.95820035099225,32.95820035099225
question_answering,32.93050707462472,32.93050707462472,16.446614675873295,16.446614675873295,16.446614675873295,16.446614675873295,3.676250083081573,3.676250083081573
speech_recognition,577.4200000000001,577.4200000000001,199.99167735042732,199.99167735042732,199.99167735042732,199.99167735042732,22.404504952689624,22.404504952689624
