task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,103.31584741647241,103.31584741647241,103.31584741647241,103.31584741647241,103.31584741647241,103.31584741647241,103.31584741647241,103.31584741647241,73.51804754864159,73.51804754864159,73.51804754864159,73.51804754864159,31.266417615605036,31.266417615605036,31.266417615605036
object_detection,99.2896168194065,99.2896168194065,99.2896168194065,99.2896168194065,99.2896168194065,99.2896168194065,99.2896168194065,99.2896168194065,114.25297996121526,114.25297996121526,114.25297996121526,114.25297996121526,70.4493028024607,70.4493028024607,70.4493028024607
question_answering,33.79219065656566,33.79219065656566,33.79219065656566,33.79219065656566,33.79219065656566,33.79219065656566,33.79219065656566,33.79219065656566,16.483093482669723,16.483093482669723,16.483093482669723,16.483093482669723,4.2885692502233494,4.2885692502233494,4.2885692502233494
speech_recognition,585.15,585.15,585.15,585.15,585.15,585.15,585.15,585.15,237.17632936507934,237.17632936507934,237.17632936507934,237.17632936507934,22.681819119061764,22.681819119061764,22.681819119061764
