task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.12012820512821,80.12012820512821,80.12012820512821,80.12012820512821,14.970287979703276,14.970287979703276,14.970287979703276
object_detection,54.662189801239535,54.662189801239535,54.662189801239535,54.662189801239535,30.365695062787772,30.365695062787772,30.365695062787772
question_answering,33.38116946778712,33.38116946778712,33.38116946778712,33.38116946778712,3.443333333333334,3.443333333333334,3.443333333333334
speech_recognition,576.6625,576.6625,576.6625,576.6625,21.941726729854643,21.941726729854643,21.941726729854643
