task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,71.47408840729274,71.47408840729274,71.47408840729274,71.47408840729274,27.56996655726445,27.56996655726445,27.56996655726445,27.56996655726445
object_detection,49.32585813623977,49.32585813623977,49.32585813623977,49.32585813623977,44.75244180657994,44.75244180657994,44.75244180657994,44.75244180657994
question_answering,33.46461090885977,33.46461090885977,33.46461090885977,33.46461090885977,13.305669188298939,13.305669188298939,13.305669188298939,13.305669188298939
speech_recognition,574.9068137254901,574.9068137254901,574.9068137254901,574.9068137254901,200.23953153048018,200.23953153048018,200.23953153048018,200.23953153048018
