task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.92361111111111,73.92361111111111,73.92361111111111,34.18165585464858,34.18165585464858,34.18165585464858,34.18165585464858,11.698531774611764
object_detection,51.448914838975284,51.448914838975284,51.448914838975284,50.27517289780754,50.27517289780754,50.27517289780754,50.27517289780754,28.52979133042217
question_answering,33.647831618559174,33.647831618559174,33.647831618559174,15.458911200477257,15.458911200477257,15.458911200477257,15.458911200477257,3.4673511465060765
speech_recognition,576.6380952380953,576.6380952380953,576.6380952380953,202.11243791296423,202.11243791296423,202.11243791296423,202.11243791296423,21.538907868460893
