task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,109.69453595786929,71.29482299971271,71.29482299971271,71.29482299971271,71.29482299971271,34.82869470638068,34.82869470638068,34.82869470638068
object_detection,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,98.35319845596639,133.76530934343435,133.76530934343435,133.76530934343435,133.76530934343435,83.25365398321685,83.25365398321685,83.25365398321685
question_answering,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,33.72126262626263,15.35719961668878,15.35719961668878,15.35719961668878,15.35719961668878,3.983294497336243,3.983294497336243,3.983294497336243
speech_recognition,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,587.2148148148149,214.71267857142857,214.71267857142857,214.71267857142857,214.71267857142857,22.669304702167604,22.669304702167604,22.669304702167604
