task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,91.92459244459243,21.475708538165893,21.475708538165893,21.475708538165893
object_detection,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,83.71398121694457,52.001616937969764,52.001616937969764,52.001616937969764
question_answering,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,33.457645687645694,3.849534731917539,3.849534731917539,3.849534731917539
speech_recognition,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,585.0222222222222,22.54823971735027,22.54823971735027,22.54823971735027
