task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,96.23021719021719,58.466517765000745,24.56221090259018,24.56221090259018,24.56221090259018
object_detection,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,87.8564312554669,100.23342636895268,59.67722958088425,59.67722958088425,59.67722958088425
question_answering,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,33.4730562030562,14.472044168391994,3.85599269309303,3.85599269309303,3.85599269309303
speech_recognition,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,583.5611111111111,233.57333333333335,22.559861738414625,22.559861738414625,22.559861738414625
