task_type,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,11.314133276909567,11.314133276909567,11.314133276909567
object_detection,15.995329139887005,15.995329139887005,15.995329139887005
question_answering,3.3390514438707215,3.3390514438707215,3.3390514438707215
speech_recognition,22.18032409003601,22.18032409003601,22.18032409003601
