task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,96.2909582841401,49.332875377336805,49.332875377336805,49.332875377336805,20.11784229537671
object_detection,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,99.92151109341307,115.78297798091141,115.78297798091141,115.78297798091141,68.5862744024813
question_answering,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,33.42225017406835,16.507223105143016,16.507223105143016,16.507223105143016,3.8598546428807707
speech_recognition,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,581.3220779220779,193.42018993247322,193.42018993247322,193.42018993247322,23.632745254253017
