task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.34736842105264,9.171511167493177,9.171511167493177
object_detection,31.598408093975905,13.0655729315426,13.0655729315426
question_answering,35.12390804597701,3.413120393120393,3.413120393120393
speech_recognition,588.1666666666667,22.680304529297416,22.680304529297416
