task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,95.49817135245708,95.49817135245708,95.49817135245708,95.49817135245708,95.49817135245708,95.49817135245708,95.49817135245708,56.63663420623139,56.63663420623139,24.674236001834508,24.674236001834508,24.674236001834508
object_detection,80.56086735948641,80.56086735948641,80.56086735948641,80.56086735948641,80.56086735948641,80.56086735948641,80.56086735948641,85.13138623265398,85.13138623265398,54.72475547677269,54.72475547677269,54.72475547677269
question_answering,33.666419294990725,33.666419294990725,33.666419294990725,33.666419294990725,33.666419294990725,33.666419294990725,33.666419294990725,18.411842105263155,18.411842105263155,3.8914592211217283,3.8914592211217283,3.8914592211217283
speech_recognition,585.1071428571429,585.1071428571429,585.1071428571429,585.1071428571429,585.1071428571429,585.1071428571429,585.1071428571429,201.11050505050505,201.11050505050505,22.193924739113854,22.193924739113854,22.193924739113854
