task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,28.881956255562336,28.881956255562336,28.881956255562336,28.881956255562336,9.681681486076647
object_detection,32.73086230511249,32.73086230511249,32.73086230511249,32.73086230511249,18.851520210570637
question_answering,16.073752052825892,16.073752052825892,16.073752052825892,16.073752052825892,3.4432295385539353
speech_recognition,191.64786854110105,191.64786854110105,191.64786854110105,191.64786854110105,23.008982524906095
