task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,97.91741071428571,97.91741071428571,97.91741071428571,97.91741071428571,97.91741071428571,97.91741071428571,97.91741071428571,97.91741071428571,56.74607978618949,56.74607978618949,26.406408554701994,26.406408554701994,26.406408554701994
object_detection,89.7732741348436,89.7732741348436,89.7732741348436,89.7732741348436,89.7732741348436,89.7732741348436,89.7732741348436,89.7732741348436,105.11866182836772,105.11866182836772,62.901116034676114,62.901116034676114,62.901116034676114
question_answering,33.87505244755245,33.87505244755245,33.87505244755245,33.87505244755245,33.87505244755245,33.87505244755245,33.87505244755245,33.87505244755245,14.64923097433967,14.64923097433967,4.038290437649783,4.038290437649783,4.038290437649783
speech_recognition,583.28125,583.28125,583.28125,583.28125,583.28125,583.28125,583.28125,583.28125,197.46943722943723,197.46943722943723,22.438572251607795,22.438572251607795,22.438572251607795
