task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,99.63346126096125,67.15677268413673,67.15677268413673,26.97288187351257,26.97288187351257
object_detection,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,107.53310850201895,127.98633200133199,127.98633200133199,76.03023382159189,76.03023382159189
question_answering,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,33.637837995337996,16.570028966131908,16.570028966131908,4.111919016912673,4.111919016912673
speech_recognition,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,582.1333333333333,204.39297785547785,204.39297785547785,22.160048182154924,22.160048182154924
