task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,29.837278438171847,29.837278438171847,29.837278438171847,9.165431561541308
object_detection,27.62239602223347,27.62239602223347,27.62239602223347,14.07774157708069
question_answering,14.150925126094842,14.150925126094842,14.150925126094842,3.2396645021645023
speech_recognition,179.47399369699468,179.47399369699468,179.47399369699468,22.966122359541835
