task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1
image_classification,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,77.75414365746299,27.263235263235266
object_detection,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,100.00226082958685,90.9701581027668
question_answering,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,32.93920191153385,14.13590476190476
speech_recognition,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,578.462168367347,214.55863315093478
