task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,89.47873459873459,89.47873459873459,89.47873459873459,89.47873459873459,89.47873459873459,89.47873459873459,48.41008452950558,48.41008452950558,24.038991954637808,24.038991954637808,24.038991954637808
object_detection,74.83483108678139,74.83483108678139,74.83483108678139,74.83483108678139,74.83483108678139,74.83483108678139,85.23888305322129,85.23888305322129,49.28579184704343,49.28579184704343,49.28579184704343
question_answering,33.4338381988382,33.4338381988382,33.4338381988382,33.4338381988382,33.4338381988382,33.4338381988382,13.65297238992891,13.65297238992891,3.819170587219497,3.819170587219497,3.819170587219497
speech_recognition,580.5333333333333,580.5333333333333,580.5333333333333,580.5333333333333,580.5333333333333,580.5333333333333,169.65909090909093,169.65909090909093,22.559922716775088,22.559922716775088,22.559922716775088
