task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2
image_classification,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,73.49090127278983,33.83501257187305,33.83501257187305
object_detection,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,73.66150696967485,74.38050396082433,74.38050396082433
question_answering,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,32.956670364637084,13.774855693131556,13.774855693131556
speech_recognition,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,578.6220996732027,200.48199654939063,200.48199654939063
