task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,102.6220461020461,69.17271433359669,69.17271433359669,69.17271433359669,32.07585980458107,32.07585980458107,32.07585980458107
object_detection,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,100.22489159170946,127.52481888481888,127.52481888481888,127.52481888481888,80.36964930196221,80.36964930196221,80.36964930196221
question_answering,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,34.8727721661055,16.55624351282246,16.55624351282246,16.55624351282246,4.464590610171106,4.464590610171106,4.464590610171106
speech_recognition,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,587.0444444444445,215.9778306878307,215.9778306878307,215.9778306878307,22.614513099267818,22.614513099267818,22.614513099267818
