task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,90.7071003071003,50.069549316276145,50.069549316276145,50.069549316276145,50.069549316276145,21.20618912529551
object_detection,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,86.87711954692698,100.23493575567879,100.23493575567879,100.23493575567879,100.23493575567879,55.188694375290595
question_answering,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,33.391704591704595,15.911525909254744,15.911525909254744,15.911525909254744,15.911525909254744,3.8561105756954226
speech_recognition,581.4,581.4,581.4,581.4,581.4,581.4,581.4,581.4,581.4,217.92492554744877,217.92492554744877,217.92492554744877,217.92492554744877,21.635393445445676
