task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,107.73044632135543,64.03670389208314,64.03670389208314,32.927681221229605,32.927681221229605,32.927681221229605
object_detection,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,110.15245837329444,121.83874458874459,121.83874458874459,82.05535033116561,82.05535033116561,82.05535033116561
question_answering,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,33.64819821592549,14.794163533834586,14.794163533834586,3.9110134924840807,3.9110134924840807,3.9110134924840807
speech_recognition,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,586.6666666666667,224.24837301587303,224.24837301587303,22.651457319724297,22.651457319724297,22.651457319724297
