task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,101.774896991897,70.30973225410567,70.30973225410567,70.30973225410567,70.30973225410567,29.4613915312625,29.4613915312625
object_detection,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,101.40153781779011,133.00523226773225,133.00523226773225,133.00523226773225,133.00523226773225,79.61339229166461,79.61339229166461
question_answering,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,33.65361616161616,15.59350711057948,15.59350711057948,15.59350711057948,15.59350711057948,4.198962274027592,4.198962274027592
speech_recognition,587.92,587.92,587.92,587.92,587.92,587.92,587.92,587.92,587.92,587.92,234.75168650793654,234.75168650793654,234.75168650793654,234.75168650793654,22.07201462165663,22.07201462165663
