task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,81.58058080808081,36.43869164917614,36.43869164917614,14.409522166637917
object_detection,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,76.20724133801306,75.36448841354724,75.36448841354724,47.37845238095238
question_answering,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,33.05892641672053,15.048005786739935,15.048005786739935,3.5825699494733905
speech_recognition,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,580.2666666666667,175.41025315264446,175.41025315264446,22.685965423465426
