task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,95.02259709986984,59.479894924476966,20.3257318655841,20.3257318655841
object_detection,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,93.19817064469268,106.15462903109963,67.86443899578683,67.86443899578683
question_answering,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,33.249063058153965,18.978997493734333,3.958985002709644,3.958985002709644
speech_recognition,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,582.1781818181819,184.33896103896103,22.507782464490887,22.507782464490887
