task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,101.13420367511277,66.4162473131207,66.4162473131207,66.4162473131207,28.846311243069703,28.846311243069703
object_detection,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,110.26282624717312,130.91809755059757,130.91809755059757,130.91809755059757,73.89597698259027,73.89597698259027
question_answering,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,33.50317722681359,14.358091262023148,14.358091262023148,14.358091262023148,3.917437404677456,3.917437404677456
speech_recognition,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,585.3909090909091,214.07000407000405,214.07000407000405,214.07000407000405,22.59578962595439,22.59578962595439
