task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,97.24551511980083,97.24551511980083,97.24551511980083,97.24551511980083,97.24551511980083,97.24551511980083,97.24551511980083,57.14482255847581,57.14482255847581,57.14482255847581,28.612439406013625,28.612439406013625,28.612439406013625
object_detection,83.56553651483264,83.56553651483264,83.56553651483264,83.56553651483264,83.56553651483264,83.56553651483264,83.56553651483264,107.67142977392977,107.67142977392977,107.67142977392977,62.12619844305199,62.12619844305199,62.12619844305199
question_answering,33.710930180930184,33.710930180930184,33.710930180930184,33.710930180930184,33.710930180930184,33.710930180930184,33.710930180930184,16.647950431634644,16.647950431634644,16.647950431634644,4.020949467799932,4.020949467799932,4.020949467799932
speech_recognition,582.5428571428571,582.5428571428571,582.5428571428571,582.5428571428571,582.5428571428571,582.5428571428571,582.5428571428571,220.66462962962964,220.66462962962964,220.66462962962964,22.116948820906394,22.116948820906394,22.116948820906394
