task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.66043956043956,40.66693193923972,40.66693193923972,40.66693193923972,18.56445985719269,18.56445985719269,18.56445985719269
object_detection,50.89114942528736,53.09443006162324,53.09443006162324,53.09443006162324,31.465669288434572,31.465669288434572,31.465669288434572
question_answering,35.55714285714286,14.650433311013956,14.650433311013956,14.650433311013956,3.581751633986928,3.581751633986928,3.581751633986928
speech_recognition,586.4833333333333,197.37831168831167,197.37831168831167,197.37831168831167,22.432535551206787,22.432535551206787,22.432535551206787
