task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1
image_classification,70.98375000000001,70.98375000000001,70.98375000000001,70.98375000000001,8.622256175197352
object_detection,34.32733449808327,34.32733449808327,34.32733449808327,34.32733449808327,15.348499549244986
question_answering,33.25189349595429,33.25189349595429,33.25189349595429,33.25189349595429,3.3588064503239012
speech_recognition,573.3881818181818,573.3881818181818,573.3881818181818,573.3881818181818,22.91014492753623
