task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,87.15265567765567,87.15265567765567,46.92258743616753,46.92258743616753,46.92258743616753,46.92258743616753,22.931477567713113,22.931477567713113,22.931477567713113
object_detection,60.59401778656127,60.59401778656127,67.51334600305049,67.51334600305049,67.51334600305049,67.51334600305049,38.26862608570998,38.26862608570998,38.26862608570998
question_answering,33.14082251082251,33.14082251082251,14.227063004310716,14.227063004310716,14.227063004310716,14.227063004310716,3.67968074474694,3.67968074474694,3.67968074474694
speech_recognition,574.625,574.625,191.72183080808082,191.72183080808082,191.72183080808082,191.72183080808082,22.271316097981916,22.271316097981916,22.271316097981916
