task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1
image_classification,71.71825396825396,71.71825396825396,71.71825396825396,71.71825396825396,71.71825396825396,71.71825396825396,9.180790491668194
object_detection,46.5009321984267,46.5009321984267,46.5009321984267,46.5009321984267,46.5009321984267,46.5009321984267,23.398274886325936
question_answering,32.613460985356284,32.613460985356284,32.613460985356284,32.613460985356284,32.613460985356284,32.613460985356284,3.6170426465350913
speech_recognition,573.4122222222222,573.4122222222222,573.4122222222222,573.4122222222222,573.4122222222222,573.4122222222222,23.086940789473683
