task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,94.01372960372962,94.01372960372962,94.01372960372962,94.01372960372962,58.585726570553334,58.585726570553334,58.585726570553334,58.585726570553334,23.75567078849429,23.75567078849429,23.75567078849429
object_detection,69.33954999796866,69.33954999796866,69.33954999796866,69.33954999796866,81.30992635481992,81.30992635481992,81.30992635481992,81.30992635481992,50.429929256284204,50.429929256284204,50.429929256284204
question_answering,33.922325174825176,33.922325174825176,33.922325174825176,33.922325174825176,14.358426748689908,14.358426748689908,14.358426748689908,14.358426748689908,3.921198830409357,3.921198830409357,3.921198830409357
speech_recognition,578.1708333333333,578.1708333333333,578.1708333333333,578.1708333333333,189.14357142857142,189.14357142857142,189.14357142857142,189.14357142857142,22.58402725020205,22.58402725020205,22.58402725020205
