task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,71.64558823529413,28.951474006953617,28.951474006953617,28.951474006953617,8.717147781669578
object_detection,36.01164419291714,32.972109201146296,32.972109201146296,32.972109201146296,17.11493378741318
question_answering,35.11304347826087,13.667933161846204,13.667933161846204,13.667933161846204,3.4133200133200132
speech_recognition,588.075,211.35054789984997,211.35054789984997,211.35054789984997,22.90839618798104
