task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.31485347985348,78.31485347985348,78.31485347985348,78.31485347985348,78.31485347985348,78.31485347985348,78.31485347985348,12.892763645456998,12.892763645456998
object_detection,62.71905530225747,62.71905530225747,62.71905530225747,62.71905530225747,62.71905530225747,62.71905530225747,62.71905530225747,34.8867067684089,34.8867067684089
question_answering,33.19243292053663,33.19243292053663,33.19243292053663,33.19243292053663,33.19243292053663,33.19243292053663,33.19243292053663,3.6317593532765757,3.6317593532765757
speech_recognition,582.6685714285715,582.6685714285715,582.6685714285715,582.6685714285715,582.6685714285715,582.6685714285715,582.6685714285715,22.35287734787735,22.35287734787735
