task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,99.06574192474193,87.64995337995337,25.918922160831926,25.918922160831926,25.918922160831926
object_detection,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,95.98651494173032,112.27934981684982,67.8894754453107,67.8894754453107,67.8894754453107
question_answering,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,33.41407226107226,13.884545454545455,3.9384110233468386,3.9384110233468386,3.9384110233468386
speech_recognition,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,584.0633333333333,172.24,22.53643785084997,22.53643785084997,22.53643785084997
