task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1
image_classification,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,83.66399295149294,40.518599567737496,16.20581344589292
object_detection,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,91.46588325315484,98.79843137254902,52.922749067024924
question_answering,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,33.109001068376074,14.166461538461538,3.627158037631426
speech_recognition,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,583.1150793650793,186.1,21.932312925170066
