task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,94.5125480929327,22.228111141893756,22.228111141893756
object_detection,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,101.99240365339665,65.04897637069261,65.04897637069261
question_answering,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,33.2382463690156,3.84330664664461,3.84330664664461
speech_recognition,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,585.0561538461538,22.517952374411397,22.517952374411397
