task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,89.19087634587635,89.19087634587635,89.19087634587635,89.19087634587635,89.19087634587635,89.19087634587635,51.048248803827754,19.153764441461227,19.153764441461227,19.153764441461227
object_detection,70.74485419854395,70.74485419854395,70.74485419854395,70.74485419854395,70.74485419854395,70.74485419854395,73.79662471395882,42.96375314178185,42.96375314178185,42.96375314178185
question_answering,33.431507936507934,33.431507936507934,33.431507936507934,33.431507936507934,33.431507936507934,33.431507936507934,15.075193360584667,3.7800486517970326,3.7800486517970326,3.7800486517970326
speech_recognition,578.0944444444445,578.0944444444445,578.0944444444445,578.0944444444445,578.0944444444445,578.0944444444445,225.45246753246755,22.46836606715396,22.46836606715396,22.46836606715396
