task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,87.85631146631147,87.85631146631147,87.85631146631147,87.85631146631147,87.85631146631147,87.85631146631147,54.131032891167706,54.131032891167706,54.131032891167706,54.131032891167706,23.0928972907058,23.0928972907058
object_detection,80.84664095870701,80.84664095870701,80.84664095870701,80.84664095870701,80.84664095870701,80.84664095870701,77.06790615758473,77.06790615758473,77.06790615758473,77.06790615758473,52.035784204671856,52.035784204671856
question_answering,34.09754800754801,34.09754800754801,34.09754800754801,34.09754800754801,34.09754800754801,34.09754800754801,14.352769067486458,14.352769067486458,14.352769067486458,14.352769067486458,3.745037135898035,3.745037135898035
speech_recognition,581.0416666666667,581.0416666666667,581.0416666666667,581.0416666666667,581.0416666666667,581.0416666666667,190.1290293040293,190.1290293040293,190.1290293040293,190.1290293040293,22.56902887169135,22.56902887169135
