task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.91333333333333,37.61792835517889,37.61792835517889,37.61792835517889,37.61792835517889,15.691087993183752,15.691087993183752
object_detection,55.77687618339792,48.455006082199716,48.455006082199716,48.455006082199716,48.455006082199716,27.519856658461226,27.519856658461226
question_answering,36.46178571428571,16.228144834054525,16.228144834054525,16.228144834054525,16.228144834054525,3.579084564860427,3.579084564860427
speech_recognition,604.13,183.79684815184814,183.79684815184814,183.79684815184814,183.79684815184814,22.365437253368675,22.365437253368675
