task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1
image_classification,70.74874074074074,26.884804608271928,8.398711133832096
object_detection,30.26591619762352,20.114972178751522,10.871124314148231
question_answering,35.139592449592456,15.304846731302149,3.321261832000304
speech_recognition,588.9254545454545,207.27736645962733,22.942183867795606
