task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.58015262515262,79.58015262515262,79.58015262515262,79.58015262515262,79.58015262515262,79.58015262515262,42.30019761288022,42.30019761288022,42.30019761288022,42.30019761288022,15.330741409128507
object_detection,68.69856365116223,68.69856365116223,68.69856365116223,68.69856365116223,68.69856365116223,68.69856365116223,74.8644313316779,74.8644313316779,74.8644313316779,74.8644313316779,39.28405147228677
question_answering,33.287007918552035,33.287007918552035,33.287007918552035,33.287007918552035,33.287007918552035,33.287007918552035,13.4626483586656,13.4626483586656,13.4626483586656,13.4626483586656,3.646215718991999
speech_recognition,575.7190476190477,575.7190476190477,575.7190476190477,575.7190476190477,575.7190476190477,575.7190476190477,206.35695791051052,206.35695791051052,206.35695791051052,206.35695791051052,23.668490745580527
