task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.1083018207283,73.1083018207283,32.53511875924198,32.53511875924198,32.53511875924198,32.53511875924198,10.733309105928367
object_detection,46.192495817663364,46.192495817663364,45.42157721844776,45.42157721844776,45.42157721844776,45.42157721844776,25.22494957388155
question_answering,32.84634230503796,32.84634230503796,15.214669137003696,15.214669137003696,15.214669137003696,15.214669137003696,3.5275297001777135
speech_recognition,576.8196428571429,576.8196428571429,200.02325016469038,200.02325016469038,200.02325016469038,200.02325016469038,23.080428182428008
