task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,33.621810790835184,9.266614413655763,9.266614413655763
object_detection,27.79135231197605,13.403143440229432,13.403143440229432
question_answering,13.425647058823529,3.4303636363636363,3.4303636363636363
speech_recognition,210.23896103896104,21.608576512155558,21.608576512155558
