task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,97.18494338994338,97.18494338994338,97.18494338994338,97.18494338994338,97.18494338994338,97.18494338994338,66.54446945856002,66.54446945856002,66.54446945856002,66.54446945856002,27.81930460505908,27.81930460505908,27.81930460505908
object_detection,81.28127658581404,81.28127658581404,81.28127658581404,81.28127658581404,81.28127658581404,81.28127658581404,100.30081209575599,100.30081209575599,100.30081209575599,100.30081209575599,61.97856375511486,61.97856375511486,61.97856375511486
question_answering,33.50308080808081,33.50308080808081,33.50308080808081,33.50308080808081,33.50308080808081,33.50308080808081,17.182252958599708,17.182252958599708,17.182252958599708,17.182252958599708,4.088725448137213,4.088725448137213,4.088725448137213
speech_recognition,577.0222222222222,577.0222222222222,577.0222222222222,577.0222222222222,577.0222222222222,577.0222222222222,240.37273809523808,240.37273809523808,240.37273809523808,240.37273809523808,22.361345961186473,22.361345961186473,22.361345961186473
