task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,97.19558413808413,56.59691136052692,56.59691136052692,56.59691136052692,21.348931470667132
object_detection,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,105.72375210599785,115.80805278055277,115.80805278055277,115.80805278055277,66.01281918564527
question_answering,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,33.29828282828283,16.739922389092936,16.739922389092936,16.739922389092936,3.741942780845713
speech_recognition,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,582.3238095238096,205.04412673096886,205.04412673096886,205.04412673096886,22.925567814540848
