task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,83.62560227651136,43.40860933139493,43.40860933139493,43.40860933139493,43.40860933139493
object_detection,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,99.42687443054726,95.24458124842992,95.24458124842992,95.24458124842992,95.24458124842992
question_answering,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,33.37906426906427,14.500313460166907,14.500313460166907,14.500313460166907,14.500313460166907
speech_recognition,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,579.8932231404958,183.25083554095687,183.25083554095687,183.25083554095687,183.25083554095687
