task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,76.77851648351648,76.77851648351648,76.77851648351648,76.77851648351648,76.77851648351648,76.77851648351648,76.77851648351648,76.77851648351648,33.10514644582523,33.10514644582523,33.10514644582523,33.10514644582523
object_detection,70.57620632356961,70.57620632356961,70.57620632356961,70.57620632356961,70.57620632356961,70.57620632356961,70.57620632356961,70.57620632356961,76.42005941012111,76.42005941012111,76.42005941012111,76.42005941012111
question_answering,33.171889589169,33.171889589169,33.171889589169,33.171889589169,33.171889589169,33.171889589169,33.171889589169,33.171889589169,14.673372201424622,14.673372201424622,14.673372201424622,14.673372201424622
speech_recognition,576.0823717948717,576.0823717948717,576.0823717948717,576.0823717948717,576.0823717948717,576.0823717948717,576.0823717948717,576.0823717948717,183.39514743915996,183.39514743915996,183.39514743915996,183.39514743915996
