task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,83.02115995115996,83.02115995115996,83.02115995115996,43.06326885915884,43.06326885915884,43.06326885915884,43.06326885915884,17.56159917251535,17.56159917251535
object_detection,59.654628987397395,59.654628987397395,59.654628987397395,64.61694314773982,64.61694314773982,64.61694314773982,64.61694314773982,34.90089926180768,34.90089926180768
question_answering,34.00532482223659,34.00532482223659,34.00532482223659,15.606155435560606,15.606155435560606,15.606155435560606,15.606155435560606,3.8051730230553757,3.8051730230553757
speech_recognition,577.4333333333334,577.4333333333334,577.4333333333334,197.75815476190476,197.75815476190476,197.75815476190476,197.75815476190476,22.4078908908232,22.4078908908232
