task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,42.3607529587975,42.3607529587975,42.3607529587975,42.3607529587975,20.677283931196207,20.677283931196207,20.677283931196207
object_detection,52.889401609984716,52.889401609984716,52.889401609984716,52.889401609984716,31.067026997860882,31.067026997860882,31.067026997860882
question_answering,14.736918671047983,14.736918671047983,14.736918671047983,14.736918671047983,3.6614272957409915,3.6614272957409915,3.6614272957409915
speech_recognition,199.1803715728716,199.1803715728716,199.1803715728716,199.1803715728716,22.42256376282514,22.42256376282514,22.42256376282514
