task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,78.60629426129427,35.3274610689597,35.3274610689597,35.3274610689597,35.3274610689597
object_detection,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,79.06942433368171,82.62264049718772,82.62264049718772,82.62264049718772,82.62264049718772
question_answering,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,33.04133184897891,16.011127328506078,16.011127328506078,16.011127328506078,16.011127328506078
speech_recognition,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,578.1193084693084,186.4291495299264,186.4291495299264,186.4291495299264,186.4291495299264
