task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,31.346270384434593,31.346270384434593,31.346270384434593,12.587623063347563,12.587623063347563
object_detection,36.394720615503026,36.394720615503026,36.394720615503026,21.115303980556973,21.115303980556973
question_answering,12.874862190125347,12.874862190125347,12.874862190125347,3.4879814193390173,3.4879814193390173
speech_recognition,203.7415331890332,203.7415331890332,203.7415331890332,22.19325150413776,22.19325150413776
